specObjID,ra,dec,z,class,zWarning
3134547198075758592,210.20442,22.763647,0.01023821,GALAXY,0
559677565309052928,204.01093,66.302537,0.01023845,GALAXY,0
4735647799911405568,342.52645,-1.0492375,0.01024059,GALAXY,0
327671264976070656,190.78982,-1.2095821,0.01024314,GALAXY,0
1849901703306962944,213.93118,36.221978,0.01024389,GALAXY,0
508916410680895488,146.10699,57.788458,0.01024733,GALAXY,0
396375069745506304,259.19885,61.920116,0.0102476,GALAXY,0
8329508229903308800,173.04638,45.018902,0.01025017,GALAXY,0
9474534160167360512,226.96608,54.761395,0.01025381,GALAXY,0
1969261665551673344,161.33939,13.714204,0.01025434,GALAXY,0
2013127525215004672,147.6504,64.4881,0.01025709,GALAXY,0
12114684509993326592,213.91567,36.220238,0.01026031,GALAXY,0
1982799677665339392,175.58577,16.010958,0.01026154,GALAXY,0
1467055601245775872,144.25851,9.1026891,0.01026244,GALAXY,0
1480697512544200704,185.20289,58.087557,0.0102647,GALAXY,0
2438769363088599040,234.28415,20.145901,0.01026585,GALAXY,0
620456369136363520,132.47918,49.670467,0.01026843,GALAXY,0
2238417990741682176,165.50102,39.318502,0.01027002,GALAXY,0
1810592238384736256,176.02909,13.340868,0.01027174,GALAXY,0
1970410655219476480,162.83306,14.023437,0.01027332,GALAXY,0
1470500370269628416,146.97704,9.5127345,0.01027356,GALAXY,0
887213838741563392,214.32053,58.709281,0.01027395,GALAXY,0
1310649791008499712,224.4735,53.767386,0.01027525,GALAXY,0
2358855745753081856,179.40361,32.277617,0.01027946,GALAXY,0
883968355311052800,203.67318,61.993391,0.01028179,GALAXY,0
10837964312435513344,154.00927,25.622098,0.0102858,GALAXY,0
2241829500058888192,179.13554,32.130357,0.01028654,GALAXY,0
425601745662535680,342.20651,-0.9864313,0.01029027,GALAXY,0
395212611093817344,257.54355,61.350358,0.01029225,GALAXY,0
2505270016920807424,180.42016,30.184508,0.01029245,GALAXY,0
868126317420242944,153.73624,60.765742,0.01029377,GALAXY,0
1849853874551154688,214.68367,35.27049,0.01029402,GALAXY,0
892886769521944576,227.37851,54.634291,0.01029442,GALAXY,0
520250726262269952,54.088886,-6.7147541,0.0102946,GALAXY,0
9840468663496628224,359.97431,5.2375366,0.01029621,GALAXY,0
1087773285963294720,173.32024,49.284851,0.01029679,GALAXY,0
1960225598999652352,143.38956,10.387321,0.01029824,GALAXY,0
613720489533138944,120.67863,40.678534,0.0102997,GALAXY,0
7846473524311250944,182.70114,58.826111,0.01030084,GALAXY,0
8746067581235124224,343.39611,29.026149,0.01030118,GALAXY,0
7098893030997121024,353.96527,23.62052,0.01030124,GALAXY,0
1593307570892728320,254.54107,22.990538,0.01030705,GALAXY,0
1326422562720212992,326.16439,-6.6896543,0.01030845,GALAXY,0
1469360447579777024,146.01211,9.3742115,0.01031104,GALAXY,0
498817120864331776,126.68361,48.808691,0.01031153,GALAXY,0
1074108826355001344,182.70249,58.824663,0.01031158,GALAXY,0
2721372156033263616,47.557316,40.767168,0.01031304,GALAXY,0
889565420963522560,217.82523,58.761251,0.01031601,GALAXY,0
1625942728107911168,175.74854,48.356799,0.01031632,GALAXY,0
1087774110597015552,173.22234,50.159149,0.01031695,GALAXY,0
2897076043246495744,130.65243,10.553878,0.01031837,GALAXY,0
318796832270477312,177.02241,0.99136246,0.01032394,GALAXY,0
2569344880891422720,134.97477,21.151439,0.0103244,GALAXY,0
692444699880876032,233.80957,57.514824,0.01032678,GALAXY,0
2291244301222438912,177.86693,35.434367,0.01032686,GALAXY,0
1810495206483585024,175.98558,11.940595,0.01032797,GALAXY,0
2571634064519882752,134.92312,21.199149,0.01032856,GALAXY,0
8596300331658532864,22.688303,21.433003,0.01032866,GALAXY,0
1953486417069893632,113.82918,42.094019,0.01032952,GALAXY,0
397554845873104896,256.80299,60.920677,0.01033101,GALAXY,0
3134543074907154432,210.57453,22.726515,0.01033237,GALAXY,0
1982724910874650624,176.77647,13.706812,0.01033433,GALAXY,0
886133843143190528,209.56904,59.813316,0.01033588,GALAXY,0
1953488616093149184,113.89833,41.963578,0.01033797,GALAXY,0
1473901155808471040,170.68605,57.441426,0.01034019,GALAXY,0
2571602728438491136,136.0019,21.967621,0.01034039,GALAXY,0
1245370690148788224,329.737,1.018632,0.01034211,GALAXY,0
1118176158001686528,146.37618,6.3768238,0.01034501,GALAXY,0
9421690524073744384,170.51595,42.822744,0.01034572,GALAXY,0
1470489100275443712,147.40434,9.4950891,0.01034582,GALAXY,0
13145049505782323200,135.52671,23.389059,0.01034666,GALAXY,0
2817163815014131712,174.6886,20.140022,0.0103481,GALAXY,0
2504177378683545600,180.45219,29.955406,0.01035091,GALAXY,0
1178979426281482240,222.17634,49.887006,0.01035106,GALAXY,0
9206577945090742272,167.87953,56.527983,0.0103517,GALAXY,0
2087510296334723072,245.34837,20.865878,0.01035311,GALAXY,0
1245359420154603520,329.53174,1.00946,0.01035372,GALAXY,0
2292341613994731520,175.1685,37.608392,0.01035392,GALAXY,0
2505251874978949120,180.26589,30.844559,0.01035522,GALAXY,0
1415429130496796672,72.744838,26.220558,0.01035974,GALAXY,0
2818296581432829952,174.97565,17.882042,0.01035979,GALAXY,0
2102057930504300544,116.02296,46.709502,0.01036011,GALAXY,0
773615324036622336,4.1177406,1.1338487,0.010366,GALAXY,0
495396540391647232,124.50593,47.852614,0.01036783,GALAXY,0
2504168307712616448,179.95672,30.844423,0.010369,GALAXY,0
9990380752758659072,176.92911,37.140158,0.01037053,GALAXY,0
2291337759710799872,177.50901,36.460122,0.01037103,GALAXY,0
519212512424519680,54.330988,-6.3536117,0.0103717,GALAXY,0
393002317911189504,253.01522,63.115797,0.01037209,GALAXY,0
1983918706278819840,176.51326,14.643798,0.01037425,GALAXY,0
2507414890755418112,181.26777,26.753387,0.01037447,GALAXY,0
2291312745821267968,176.93316,36.500149,0.01037508,GALAXY,0
2571603278194305024,136.02025,22.061576,0.01037601,GALAXY,0
7659653304310585344,213.44858,57.672832,0.0103764,GALAXY,0
1306167631857870848,214.07591,57.555487,0.01037816,GALAXY,0
2391550278726871040,212.01056,25.252027,0.01037822,GALAXY,0
1534643680567126016,166.5133,43.332713,0.01037908,GALAXY,0
1087771636695853056,173.33261,49.343254,0.0103799,GALAXY,0
2897074393979054080,130.69346,10.556753,0.01038085,GALAXY,0
1389391317070538752,146.42528,6.8699026,0.01038253,GALAXY,0
1970484047620630528,164.89847,14.735499,0.0103845,GALAXY,0
1470500645147535360,147.00331,9.9709595,0.01039793,GALAXY,0
695817171921561600,238.35495,52.071236,0.01040119,GALAXY,0
1073035977984862208,177.48691,59.6035,0.01040202,GALAXY,0
8535528674220595200,338.61269,18.003737,0.01040324,GALAXY,0
4158214800038713344,126.68523,48.810949,0.01040364,GALAXY,0
1946792878965549056,240.96857,8.342565,0.01040521,GALAXY,0
2358832930886805504,180.0548,31.865596,0.01040682,GALAXY,0
873838554348808192,175.17316,62.771075,0.01041258,GALAXY,0
9215693722075027456,161.38162,58.589207,0.01041306,GALAXY,0
3119975370439288832,210.50003,20.501681,0.01041461,GALAXY,0
2508592467675211776,180.59382,29.86177,0.01041761,GALAXY,0
1482886914636802048,189.49074,57.228861,0.01041774,GALAXY,0
9186251818182924288,173.48047,49.846023,0.01041846,GALAXY,0
2975768642668488704,181.23214,21.426107,0.01042206,GALAXY,0
493153536654206976,122.69916,46.912257,0.01042284,GALAXY,0
1118038719048214528,146.5705,5.708379,0.01042529,GALAXY,0
2573848205926098944,137.66049,19.472978,0.01042921,GALAXY,0
860350294096111616,135.24377,47.795379,0.01043184,GALAXY,0
1336519925790959616,129.17139,5.2735846,0.01043185,GALAXY,0
868205757135349760,153.05045,62.096991,0.01043292,GALAXY,0
1472802198818678784,151.70643,11.235833,0.01043441,GALAXY,0
1306168181613684736,214.1296,57.810122,0.0104364,GALAXY,0
2363330208238430208,178.97051,33.046574,0.0104367,GALAXY,0
1470523185135904768,146.88082,10.492099,0.01044028,GALAXY,0
383986597290338304,200.25391,-2.7141641,0.01044113,GALAXY,0
2099918005914855424,111.64746,43.296347,0.01044269,GALAXY,0
704906834682603520,245.70803,45.07139,0.01044378,GALAXY,0
3243892529493469184,177.02909,59.876653,0.0104454,GALAXY,0
1851047394439882752,215.482,34.805336,0.01044906,GALAXY,0
2823864233756747776,175.06706,17.457232,0.01045057,GALAXY,0
2022161927584638976,197.17459,9.1946967,0.01045349,GALAXY,0
1886001424244959232,220.86145,46.382423,0.01045438,GALAXY,0
11568751976989874176,178.97172,33.04576,0.01045485,GALAXY,0
892955488998680576,226.96595,54.752773,0.01045553,GALAXY,0
2391524715081525248,212.3671,25.790097,0.01045833,GALAXY,0
950421189480704000,184.98191,5.4111347,0.01045964,GALAXY,0
2805905090790057984,169.25317,21.893232,0.01046328,GALAXY,0
874847631161976832,178.24303,61.216087,0.01046358,GALAXY,0
937876035611944960,141.51615,44.733875,0.01046381,GALAXY,0
5983194932541937664,143.50629,9.4798812,0.01046391,GALAXY,0
12464881440780474368,24.904614,7.23695,0.01046582,GALAXY,0
1467193864832968704,143.50055,10.029529,0.0104659,GALAXY,0
2821544544200321024,175.65115,18.845457,0.01046703,GALAXY,0
2571670073525692416,135.52575,23.3871,0.01046809,GALAXY,0
1087773835719108608,173.30591,50.302405,0.01047224,GALAXY,0
1481830559259846656,187.81104,58.188302,0.01047247,GALAXY,0
868197510798141440,152.93481,61.896231,0.01047768,GALAXY,0
9336085021663188992,120.67535,40.677401,0.01047912,GALAXY,0
412203369680103424,261.81529,60.010545,0.01048164,GALAXY,0
1931069868627486720,225.05707,9.9377566,0.01048256,GALAXY,0
868205207379535872,153.01012,61.590279,0.01048278,GALAXY,0
2022236144619513856,197.01031,9.956367,0.01048362,GALAXY,0
1848772504395474944,210.5251,36.611219,0.01048776,GALAXY,0
2571600804293142528,135.99882,21.906569,0.01048811,GALAXY,0
398657107773122560,259.18029,61.850618,0.01048886,GALAXY,0
1953530122657097728,113.32936,42.545306,0.01048933,GALAXY,0
1850989395201517568,217.60628,35.321029,0.01048987,GALAXY,0
1468284854289328128,143.51159,10.108707,0.01049027,GALAXY,0
1850017426905786368,214.80942,36.35938,0.01049082,GALAXY,0
1810604333012641792,176.23975,13.387487,0.01049131,GALAXY,0
2984813230334961664,198.23316,21.789563,0.01049344,GALAXY,0
384091600650790912,200.82225,-1.8288252,0.010494,GALAXY,0
1648400803481806848,201.84703,40.36782,0.010498,GALAXY,0
1810617527152175104,177.05333,13.209376,0.01050532,GALAXY,0
427923083647543296,344.21166,-0.84247219,0.01050539,GALAXY,0
2358845850148431872,179.14219,32.128138,0.01050953,GALAXY,0
6048471838807578624,171.64807,11.437839,0.01051179,GALAXY,0
11997856175838484480,113.89983,41.963981,0.01051257,GALAXY,0
1982756521833949184,176.69281,14.533054,0.01051697,GALAXY,0
2990470767029807104,181.22886,24.113533,0.01051794,GALAXY,0
2507491856569362432,181.30323,28.781887,0.01051833,GALAXY,0
11568764896251500544,178.45195,33.364401,0.01051904,GALAXY,0
1024601665577183232,202.81015,-2.4350745,0.01052074,GALAXY,0
1470536654153345024,147.74511,10.801591,0.01052707,GALAXY,0
2818299330211899392,175.08094,17.765685,0.01052741,GALAXY,0
736376783108073472,8.1304518,-10.68949,0.01052816,GALAXY,0
5486628542967207936,146.37979,6.3786606,0.01052919,GALAXY,0
2816045060322256896,174.06158,25.435419,0.01052926,GALAXY,0
1467195788978317312,143.61103,9.9164568,0.01053151,GALAXY,0
2363335156040755200,178.85277,33.126108,0.01053165,GALAXY,0
1071965878259574784,170.54461,59.870438,0.01053249,GALAXY,0
2358844750636804096,179.07851,32.034229,0.01053266,GALAXY,0
2166259239301965824,123.00378,20.660708,0.01053344,GALAXY,0
1025749281660758016,202.80943,-2.4353597,0.01053347,GALAXY,0
1982726285264185344,176.74874,13.87343,0.0105338,GALAXY,0
1072019754329335808,174.14304,59.427216,0.01053474,GALAXY,0
3100866128411387904,233.61222,12.270186,0.01053602,GALAXY,0
1940057546400229376,233.00348,8.6331551,0.01053611,GALAXY,0
2918356268131313664,158.12908,14.65058,0.01053658,GALAXY,0
672162828685174784,174.98309,63.455532,0.01054155,GALAXY,0
2841854179759122432,240.41795,13.57773,0.01054171,GALAXY,0
2505144122839427072,180.95703,29.715467,0.01054259,GALAXY,0
1621324230018754560,170.82167,41.060406,0.01054582,GALAXY,0
1212635750592440320,25.805677,-0.047452,0.01054868,GALAXY,0
2989429249607231488,181.65071,25.113881,0.01055082,GALAXY,0
1969264414330742784,161.35814,13.443935,0.01055105,GALAXY,0
1874766056455694336,50.137426,41.574133,0.01055127,GALAXY,0
1983910734819518464,176.66414,14.560416,0.01055196,GALAXY,0
1381616395623622656,178.85382,10.201577,0.01055358,GALAXY,0
1616838496952018944,165.45651,45.148014,0.01055374,GALAXY,0
893009090190534656,228.75397,55.43202,0.01055389,GALAXY,0
1024667361396942848,201.39905,-2.0802095,0.01055405,GALAXY,0
1625938330061400064,175.32419,47.687319,0.01055808,GALAXY,0
1969249021167953920,161.76151,13.567084,0.01056014,GALAXY,0
1554905756325668864,217.07319,37.19716,0.01056048,GALAXY,0
9980138801962702848,179.78246,37.789857,0.01056588,GALAXY,0
873846800686016512,174.7519,63.142849,0.01056826,GALAXY,0
1307270167629162496,216.12709,57.137684,0.01056849,GALAXY,0
671050952769300480,169.25891,63.268981,0.01056994,GALAXY,0
549598340958939136,155.45617,65.370159,0.01057253,GALAXY,0
2283380875347388416,205.7883,33.55682,0.01057345,GALAXY,0
9270875462212802560,178.76671,58.488038,0.0105779,GALAXY,0
2823782869896292352,176.42875,16.105002,0.01057794,GALAXY,0
1469376115620472832,145.67867,9.4561161,0.01057865,GALAXY,0
1496346861139683328,225.76245,49.432866,0.01058134,GALAXY,0
1252168425283807232,319.90274,0.788055,0.01058138,GALAXY,0
1118036245147052032,146.58517,5.6918341,0.01058661,GALAXY,0
1071982645811898368,172.71034,60.502232,0.01058833,GALAXY,0
3116518501485930496,233.9153,12.606396,0.01058895,GALAXY,0
1473891535081728000,170.52779,57.912598,0.01058899,GALAXY,0
808434653030541312,332.58595,-9.1920465,0.01059281,GALAXY,0
380620717386917888,194.34561,-3.6745183,0.01059428,GALAXY,0
2571606301851281408,135.84712,21.890194,0.0105945,GALAXY,0
8336285619493033984,177.34222,45.424863,0.01059543,GALAXY,0
1480706583515129856,185.64984,58.471913,0.01059554,GALAXY,0
694796825516861440,234.68689,56.713914,0.01059634,GALAXY,0
2990522993832126464,182.06999,25.388675,0.01059686,GALAXY,0
7234171989430392832,159.3692,23.424948,0.01059806,GALAXY,0
8246105877473679360,122.70134,46.909698,0.01060004,GALAXY,0
1540351245947004928,177.55192,45.478677,0.01060518,GALAXY,0
1554946988011710464,215.61974,37.122197,0.01060561,GALAXY,0
2846334689692641280,243.60085,10.514399,0.01060842,GALAXY,0
1806035311436785664,166.56556,12.665803,0.01061275,GALAXY,0
1119232239171823616,146.56892,5.7065822,0.01061324,GALAXY,0
1478407229806766080,178.93686,58.504636,0.01061403,GALAXY,0
1025746258003781632,202.94522,-2.4965608,0.01061822,GALAXY,0
1621441328007112704,170.51087,42.819264,0.01061887,GALAXY,0
1469374741230938112,145.72284,9.4954544,0.01061925,GALAXY,0
2101013119529674752,112.43773,43.745875,0.01061943,GALAXY,0
1849890708190685184,213.56155,35.423657,0.01062389,GALAXY,0
1074146759506159616,181.43467,59.013161,0.01062489,GALAXY,0
8596295933612021760,22.696954,21.448469,0.01062512,GALAXY,0
545108210231568384,140.22339,58.835451,0.01062525,GALAXY,0
1310661335880591360,224.48479,53.784978,0.01062693,GALAXY,0
1479589209168701440,182.85503,58.758827,0.01062743,GALAXY,0
1087763940114458624,172.56303,50.17844,0.01062764,GALAXY,0
1477328333871015936,178.74464,58.493637,0.01062882,GALAXY,0
2823821077925357568,174.98463,16.95501,0.01062913,GALAXY,0
1959219270948775936,141.35345,11.073769,0.01063125,GALAXY,0
1983906061895100416,177.18333,14.052907,0.01063156,GALAXY,0
2916084127302182912,157.16868,15.220495,0.0106319,GALAXY,0
2847502096398313472,243.71455,9.6733211,0.01063271,GALAXY,0
4132206131924981760,114.97988,39.041222,0.01063289,GALAXY,0
872679943568386048,168.59438,62.07212,0.01063369,GALAXY,0
2241814931529820160,178.57404,32.860998,0.01063904,GALAXY,0
1554937092407060480,216.12137,37.281124,0.01064254,GALAXY,0
1307270717384976384,216.6877,56.677698,0.01064268,GALAXY,0
2918375509584799744,158.07027,15.621745,0.0106477,GALAXY,0
2267610024308140032,207.9591,38.000219,0.01064936,GALAXY,0
2823879626919536640,175.83324,18.190665,0.01065049,GALAXY,0
412201720412661760,262.11706,60.09418,0.01065493,GALAXY,0
1811700821050550272,177.41708,12.393978,0.0106555,GALAXY,0
1549274057768200192,200.35502,42.730302,0.01065664,GALAXY,0
1808371223504119808,173.54865,12.512314,0.01065863,GALAXY,0
2241818230064703488,178.83028,32.268555,0.0106611,GALAXY,0
6103723397648504832,197.00876,9.9568061,0.01066111,GALAXY,0
1363507168111781888,135.07567,34.670792,0.01066384,GALAXY,0
2820497803711637504,174.34227,25.738678,0.0106639,GALAXY,0
1804979506084079616,166.38347,12.362018,0.01067015,GALAXY,0
1148585351275636736,189.65526,55.925715,0.0106726,GALAXY,0
1147381660686247936,183.3996,56.143166,0.01067354,GALAXY,0
2167481621303814144,123.55814,21.359815,0.01067392,GALAXY,0
1074109650988722176,182.85289,58.75919,0.01067508,GALAXY,0
