specObjID,ra,dec,z,class,x,y,z_cart
1424419833067366400,122.52528,24.922096,0.01402994,GALAXY,-30.21231145578823,47.37768666401356,26.109339580587235
2830528648728045568,179.09866,23.867955,0.01403074,GALAXY,-56.658041665891275,0.8913810551231685,25.07258885782705
2274336835960334336,190.57531,33.865092,0.01403285,GALAXY,-50.58574245492064,-9.444304247220959,34.53406759302396
477444264423352320,20.377769,14.504984,0.01403548,GALAXY,56.25379502678431,20.895756928636683,15.52504249374914
1575234628204128256,227.40362,39.265198,0.01403799,GALAXY,-32.48709164719064,-35.33392706844855,39.238008534758805
1917552465746618368,211.38004,12.446521,0.01403904,GALAXY,-51.68800269138995,-31.52578137343576,13.362911908374372
1874685517228959744,49.502839,41.299091,0.01404012,GALAXY,30.25158316964219,35.423607108666204,40.922991215589455
12108136643372013568,219.52992,36.459551,0.01404099,GALAXY,-38.46639018857008,-31.742996736829916,36.84935999492091
2439894982362949632,235.39544,17.506526,0.01404146,GALAXY,-33.585694882764294,-48.67694757501474,18.6539217434486
2723620113814153216,120.1803,8.6388137,0.01404225,GALAXY,-30.82258712502094,53.00041522865146,9.31495106687935
2403908240623560704,217.76629,26.451695,0.01404322,GALAXY,-43.89445549221925,-34.0066847657364,27.626001436698065
2662762963139586048,155.58798,21.516789,0.01404344,GALAXY,-52.539565896180726,23.84629560747597,22.747353797934245
1791391738988881920,135.7379,30.784121,0.01404414,GALAXY,-38.15974631476358,37.18928867212042,31.743765907477506
585568870136309760,187.58622,3.7401323,0.01404586,GALAXY,-61.35686711723768,-8.171735021172198,4.046345513221361
441520194209212416,9.8144096,0.94252239,0.01404609,GALAXY,61.115672040132836,10.572339142851359,1.02038403056929
504560970060818432,134.0923,57.447472,0.01404631,GALAXY,-23.2250380482535,23.97282585942116,52.28730511495533
2568295947268286464,132.19951,19.00697,0.01404778,GALAXY,-39.400588544994584,43.45354183545135,20.205127544826787
1335467417245083648,128.91162,4.7570355,0.01405033,GALAXY,-38.84091794916481,48.116106478233725,5.145878555472756
494311872036628480,122.71112,44.929653,0.01405052,GALAXY,-23.740317470769487,36.96356281020095,43.822971321788856
345708199027959808,219.3747,-1.1420383,0.01405114,GALAXY,-47.95906968449732,-39.35857107853623,-1.2367988520702715
1660752988832032768,331.33416,-0.288832,0.01405193,GALAXY,54.45054607307271,-29.76862269820619,-0.3128347337700048
2403926932321232896,217.59563,25.603158,0.01405343,GALAXY,-44.346999982093614,-34.14639951848827,26.820090209898666
7510921816430630912,186.00051,48.776886,0.01405506,GALAXY,-40.680402659310765,-4.276048715824393,46.68684109983203
1792495099142236160,138.95497,32.488627,0.01405691,GALAXY,-39.49249102979887,34.38482813256122,33.34484372510381
1918545589205755904,212.07258,12.468108,0.01405705,GALAXY,-51.36450206340035,-32.18664730495637,13.402836671851645
1519998730961446912,221.59687,38.033968,0.01405996,GALAXY,-36.57444066027718,-32.46873512682089,38.25716155858122
2070620146870806528,211.67014,35.279938,0.01406233,GALAXY,-43.147758945119534,-26.61754493117716,35.869090981673466
4717777990788077568,250.42012,26.855076,0.01406238,GALAXY,-18.567612625981976,-52.20191445503048,28.05433500218109
2086416832020899840,244.00238,22.268968,0.0140634,GALAXY,-25.193520728628997,-51.659818566279654,23.536124455564917
2401609987953551360,217.06806,29.73186,0.01406426,GALAXY,-43.035902342273246,-32.510100257527945,30.803801892369798
951466000455329792,187.27227,3.8819752,0.01406451,GALAXY,-61.471841809802825,-7.844487067088222,4.205128529990596
2921757607838377984,181.0707,17.243505,0.01406477,GALAXY,-59.311835579013334,-1.10850356176834,18.412657819624386
2566092525915891712,132.50553,19.009767,0.01406611,GALAXY,-39.68298794011056,43.29799145955627,20.234271681579084
1874759459385927680,49.742787,41.702388,0.01406679,GALAXY,29.97271881842934,35.396168418662235,41.32796400634343
2402714996451600384,217.34418,27.509708,0.01407133,GALAXY,-43.81797671153751,-33.43377983332782,28.703723929232375
1874763032798717952,50.030129,41.832796,0.01407263,GALAXY,29.746629564777123,35.488535021907296,41.450568255554614
818552633924020224,316.91978,9.3729858,0.0140744,GALAXY,44.79278810188145,-41.88735410816269,10.122837799462385
1875902127096752128,50.02546,41.630011,0.01407554,GALAXY,29.849735559778342,35.60564928095501,41.294926826220035
1556153427581495296,221.14858,37.482464,0.01407847,GALAXY,-37.15162418423589,-32.4649404149601,37.83421666149419
3089620598897272832,211.07833,16.328502,0.01408023,GALAXY,-51.108508622429355,-30.804265521488983,17.48211743504175
2069569838321264640,211.15413,35.545521,0.01408049,GALAXY,-43.29863330050557,-26.17522921649058,36.1501717024944
3242600053692459008,187.21789,4.2930372,0.01408137,GALAXY,-61.52116432112335,-7.791447115940631,4.655170911408305
1002215612291770368,119.39698,32.349071,0.01408319,GALAXY,-25.79096656856288,45.777233476498516,33.27909677030789
2989372899636307968,179.60596,25.09765,0.01408345,GALAXY,-56.32270574649921,0.38735399121417546,26.381290215938108
12739687879015684096,318.35367,2.7657766,0.01408368,GALAXY,46.423424850658655,-41.28382221048942,3.001213172816125
2237263783376480256,191.96737,35.205277,0.01408396,GALAXY,-49.71728540974409,-10.538145543791979,35.857885653584745
439264822777899008,6.3330101,0.52532646,0.01408677,GALAXY,61.82859647628298,6.861998681094571,0.5703830004273812
8699864176192149504,20.57376,28.799098,0.01408702,GALAXY,51.040128265150834,19.158049991535723,29.96996909055361
2666259685312587776,142.0277,17.196499,0.01408759,GALAXY,-46.85171231047414,36.568106242266694,18.393679761361582
2237300617016010752,192.32886,34.622844,0.01408816,GALAXY,-50.018202443622826,-10.932126686677545,35.34992240862205
981930443299383296,152.11913,48.579173,0.01408931,GALAXY,-36.38674612380522,19.2502384177454,46.65846013970177
1531358889243600896,157.69664,41.438828,0.01408971,GALAXY,-43.1570758775153,17.702963400989052,41.18094059544663
2568286876297357312,131.9572,18.911898,0.01409451,GALAXY,-39.36892321000444,43.78935634755499,20.17443607575137
2561588926305298432,129.57471,19.899263,0.01409498,GALAXY,-37.28874531487562,45.11488031365438,21.186842726640734
5047552862378547200,124.99525,21.066267,0.0140958,GALAXY,-33.31515705272571,47.587371317652604,22.375813039470383
968402601651496960,121.06773,30.182893,0.01409598,GALAXY,-27.76954904199191,46.09278266629005,31.29761621737836
1911941097198741504,201.88989,11.73017,0.01409777,GALAXY,-56.5640012969573,-22.726989745817814,12.657485672710749
2973570719293663232,202.66187,18.137628,0.01409873,GALAXY,-54.60148282943079,-22.797611617571853,19.382657208353503
649684418134304768,159.19128,4.0805091,0.01409889,GALAXY,-58.05524722558967,22.06323076871397,4.430602647199768
2411713954939168768,221.35993,26.002046,0.01409903,GALAXY,-42.00377758028747,-36.9791358033346,27.29708856161478
2383535119626430464,210.48419,32.456911,0.01409927,GALAXY,-45.2770359388498,-26.653386572143635,33.41591555435263
2566057066665895936,131.68149,17.9953,0.01410039,GALAXY,-39.38372188611744,44.232082080851164,19.237871877352564
5019276720991393792,121.99061,26.02934,0.01410187,GALAXY,-29.646756383811535,47.46203463046456,27.32922982206574
776994118957033472,9.6684619,1.1406297,0.01410198,GALAXY,61.381026128785116,10.457280222687704,1.2397282173468283
1988496248952350720,184.89117,15.882555,0.01410204,GALAXY,-59.68242966341142,-5.107323833592006,17.043407277140098
1105763217386268672,311.83488,0.48405675,0.01410405,GALAXY,41.54301313788062,-46.406444608565685,0.5262173274155953
2934225244174444544,202.31859,17.051865,0.01410424,GALAXY,-55.088480171173565,-22.614315384023776,18.265081995300836
2169682843481958400,124.91172,21.064728,0.01410467,GALAXY,-33.266940410948735,47.6662592469171,22.388285285157686
2899343786381436928,135.2616,11.553727,0.01410501,GALAXY,-43.35055350440354,42.95649167122332,12.476084584847753
1051660101930215424,131.03443,34.717239,0.01410549,GALAXY,-33.61562655651643,38.623455118319725,35.47766811133499
2568299245803169792,133.02926,19.239808,0.0141065,GALAXY,-40.13588188878554,42.99642056117045,20.528498544518495
2426367139892979712,227.81889,23.572701,0.01410846,GALAXY,-38.34603314139794,-42.317811646786126,24.917061951950412
2201277037258237952,154.80867,34.601526,0.01411104,GALAXY,-46.41639824353242,21.833320685082697,35.38805918466412
1702490189420587008,43.729733,0.10887,0.01411167,GALAXY,45.033194167205195,43.07938800273215,0.11841747209089025
6536096180761548800,144.73223,33.991505,0.0141129,GALAXY,-42.19121902294025,29.837431008575738,34.84450951295864
2568220905599690752,133.48628,17.949114,0.01411328,GALAXY,-40.80504744732229,43.0201747499645,19.207609339802644
2403860961623566336,217.63997,25.513786,0.01411408,GALAXY,-44.54441484859804,-34.35334767792993,26.847740160309584
1639420817542506496,190.84289,42.479065,0.01411524,GALAXY,-45.153617521703836,-8.648548929670127,42.096894123330934
967259659280869376,119.46417,28.939756,0.01411584,GALAXY,-26.834212601424,47.498591456784546,30.165098547273367
2666237695080032256,141.30864,17.599054,0.01411636,GALAXY,-46.38130759194516,37.14695234408028,18.84908306534712
1737288357983053824,7.456234,-0.427746,0.01411791,GALAXY,61.81897850969508,8.090588191969449,-0.4654586503841336
2446627291808163840,239.99825,20.437124,0.01411799,GALAXY,-29.213444398471385,-50.59560105550961,21.770716610190398
1057284103302309888,141.22173,41.060184,0.01411811,GALAXY,-36.649583602530036,29.444143546878607,40.95388354295514
1352295992933771264,138.55445,43.134992,0.01411818,GALAXY,-34.10531547977053,30.116101785777527,42.629290803386326
2400518990427351040,215.78415,25.298558,0.0141188,GALAXY,-45.73029536047268,-32.96250210320715,26.645119817933228
1556121541744289792,219.88588,37.342757,0.01412003,GALAXY,-38.04028528704529,-31.790690128535676,37.82476368038525
1121423289558788096,152.41789,5.2859702,0.01412106,GALAXY,-55.039170411917304,28.751904228301868,5.745187485616944
1105671408165349376,311.99966,-0.18005451,0.01412141,GALAXY,41.728713891225226,-46.34498493545762,-0.19597910409342417
543935031609944064,133.98997,57.677977,0.01412151,GALAXY,-23.15881741809389,23.990060400418365,52.70087927525295
1352294893422143488,138.275,43.013365,0.01412159,GALAXY,-34.03367817298035,30.34954977937972,42.54284894525818
12494160062598895616,130.21649,19.34956,0.01412172,GALAXY,-37.99294253647542,44.93233897903777,20.663325465343668
2086435798596478976,244.62498,22.163143,0.01412187,GALAXY,-24.751415331048573,-52.18506603495466,23.52701554880378
550569759750514688,160.84816,64.491829,0.01412245,GALAXY,-25.371563245879692,8.811407831926886,56.28850184143683
4428171020189587456,235.37406,15.783951,0.01412333,GALAXY,-34.104333443213555,-49.38919214540667,16.965785254817256
1973844705330358272,171.2132,14.795788,0.0141264,GALAXY,-59.6088056009433,9.213869156357083,15.931617769689597
1520138094060267520,223.01502,38.875219,0.01412665,GALAXY,-35.51221583946213,-33.13308611302416,39.155331208844395
2034659256506017792,210.51469,9.929323,0.01412677,GALAXY,-52.9411944825019,-31.203032731598437,10.757574520968912
9342743939244120064,141.87064,40.826862,0.01412749,GALAXY,-37.13615428238027,29.14920609404207,40.78909161022833
936919460462225408,139.99726,44.622053,0.01412755,GALAXY,-34.01612105947217,28.545686820112156,43.824655054911005
2169657279836612608,125.28978,21.312842,0.01412866,GALAXY,-33.58124098980702,47.44643036688515,22.678167511851747
1111380348370970624,320.49189,1.2242335,0.01412993,GALAXY,48.133386349512755,-39.68954588171918,1.3332106324044133
2745060039407462400,138.6713,15.461958,0.01413396,GALAXY,-45.17575791282323,39.72798472802133,16.640690228448697
1874756985484765184,49.760063,41.550234,0.01413424,GALAXY,30.17636407088347,35.658458731295255,41.40156604433951
585511420653758464,188.52118,2.1466435,0.0141347,GALAXY,-61.68941303553691,-9.24285933821403,2.3381478531014683
2446737242970941440,241.06207,21.76399,0.01413497,GALAXY,-28.051124500567834,-50.73511200946406,23.145458626417113
8698737176807233536,21.03426,32.960161,0.01413589,GALAXY,48.88910051292844,18.80031588737225,33.96378912073562
1556045125686159360,219.53126,36.457438,0.014136,GALAXY,-38.72611901325946,-31.958851049301305,37.09602396472865
2185459462041528320,140.95572,31.544747,0.01413884,GALAXY,-41.3286662091049,33.52021197565702,32.66639046398819
2568210460239226880,133.96866,18.156481,0.0141406,GALAXY,-41.19658473142317,42.70703643433642,19.459553801867095
1580769289038751744,240.71203,32.144839,0.01414092,GALAXY,-25.866943400706266,-46.117036802053406,33.22679429706959
2796739561290491904,164.56629,20.107514,0.01414163,GALAXY,-56.53095697524941,15.607009077242973,21.470030270896697
674427552089008128,184.38984,63.824807,0.01414324,GALAXY,-27.471090783886584,-2.108885137131783,56.05414327877088
1682260261475477504,9.824327,0.912763,0.01414404,GALAXY,61.539115094476635,10.65656110716527,0.9950370120023325
1012234362864822272,137.90672,46.676684,0.01414427,GALAXY,-31.80252505834445,28.729011908001347,45.44210408258279
1866907301525350400,246.81259,22.335788,0.01414427,GALAXY,-22.74927407321559,-53.11026084292298,23.738413407121378
1556056670558251008,218.99876,36.583125,0.01414486,GALAXY,-38.98246452884798,-31.565980481483635,37.229320617711885
2550310410318276608,120.22858,13.396769,0.01415095,GALAXY,-30.606203165825104,52.5264375379685,14.479268616331533
9944192193723127808,143.42941,39.979326,0.01415139,GALAXY,-38.46048708387454,28.532659676032726,40.153902134241896
2441109392905496576,237.06579,21.024688,0.01415156,GALAXY,-31.71553487966586,-48.9606283456384,22.42170456698785
1556046774953601024,219.34226,36.567855,0.01415202,GALAXY,-38.819767477134555,-31.821454642516933,37.23472662336181
2392577497884551168,213.14854,30.809331,0.01415437,GALAXY,-44.94973011339166,-29.35665391269725,32.015712117294875
851328531999778816,118.60782,35.073367,0.01415487,GALAXY,-24.495868793456776,44.91401491736031,35.92013360655628
1863508990709753856,239.68209,26.81815,0.01415494,GALAXY,-28.161338833876773,-48.15779157382037,28.202428043565057
1160962561236035584,328.67068,0.66347677,0.01415542,GALAXY,53.39457712808731,-32.501847922315854,0.7238752268003137
499953191421503488,127.49985,52.697222,0.01415643,GALAXY,-23.064222043148774,30.058042306579296,49.72913185808804
1091060272619087872,180.24424,49.64215,0.01415878,GALAXY,-40.49009457838231,-0.17260190340553122,47.6471053570905
2663941639638116352,155.60859,21.592113,0.01415912,GALAXY,-52.95204694076492,24.01054209941127,23.010561481987434
1625944102497445888,175.76863,48.398814,0.0141598,GALAXY,-41.40461774053639,3.063357665705765,46.76065787449021
1794722159977850880,144.73141,33.990617,0.01416108,GALAXY,-42.334789225938664,29.939872087913738,34.962264868145894
1347838572694104064,128.22947,35.27183,0.01416132,GALAXY,-31.595430795463532,40.10816408603409,36.1135201217739
2237260209963689984,190.6733,34.092198,0.01416193,GALAXY,-50.89697502733255,-9.592520487711937,35.05623654023224
1454731170141988864,228.62552,39.624762,0.01416416,GALAXY,-31.84557326022064,-36.1541623689196,39.89263168697404
1866859747647449088,245.67971,22.459432,0.01416488,GALAXY,-23.80825384752617,-52.67968919318588,23.897696914507552
8843953231724042240,9.29257619999998,1.9423632,0.01416802,GALAXY,61.71187063876104,10.097496133988733,2.1207040409288584
8901570395200837632,12.016081,-2.7785545,0.01416845,GALAXY,61.12743461499658,13.010969944511213,-3.0331551706782913
2722461497648244736,120.44239,9.9535966,0.01416857,GALAXY,-31.2257063074864,53.13282328474258,10.81540953516566
2276597163632912384,191.69845,35.49914,0.01416935,GALAXY,-49.88508448028049,-10.329296971829091,36.336322563770366
1878166028953872384,204.00597,51.249473,0.01416948,GALAXY,-35.77966526598167,-15.934600654699196,48.80081998488067
1334299460951369728,125.50794,4.3925729,0.01416982,GALAXY,-36.238590378663396,50.78974059165478,4.792711270472077
7063912618097137664,8.70858559999999,28.413496,0.01417375,GALAXY,54.41872523367678,8.335580741017221,29.784036792834257
2237263233620666368,191.55553,35.101731,0.01417472,GALAXY,-50.1753613068133,-10.258944552690128,35.99569524200757
1105697521566509056,311.55587,-0.89568552,0.01417525,GALAXY,41.52082448916983,-46.83864317912258,-0.9785691094950205
1336487765075847168,129.92554,5.3835057,0.01417568,GALAXY,-40.00032155554278,47.79653612530735,5.8734426360983525
2283339643661346816,207.63522,33.617356,0.01417589,GALAXY,-46.18555276209552,-24.181384908459027,34.659818027241705
2237289896777639936,192.17093,34.477606,0.01417761,GALAXY,-50.45284194948949,-10.881498757976628,35.442901889831916
2444469220042369024,239.2971,22.387753,0.01417786,GALAXY,-29.559155727258823,-49.77755268211196,23.847115575414527
6494452447385507840,140.16942,19.336002,0.01417815,GALAXY,-45.370948222315434,37.84269227932283,20.731639987448304
1335353892669515776,128.73081,3.8146567,0.01417841,GALAXY,-39.08853876529359,48.73674024109214,4.165668280236422
1529013355409336320,155.73834,42.849344,0.01417898,GALAXY,-41.852498205901604,18.86342220776776,42.5839216298759
2475915252579985408,240.39684,17.548559,0.01418004,GALAXY,-29.494686671705978,-51.91337129820934,18.88121611949088
2989358605985146880,179.53968,25.163459,0.01418026,GALAXY,-56.67754264111693,0.4553628208262112,26.627148990980757
1311694052663519232,229.68655,51.207726,0.01418062,GALAXY,-25.38304581096721,-29.916420690883353,48.81048525557009
1012215121411336192,138.73198,46.903084,0.01418223,GALAXY,-32.1635973265692,28.224618353224287,45.733097747015876
2572705263589025792,136.38499,18.262295,0.01418229,GALAXY,-43.06056792674162,41.02754072499329,19.626608862880275
2169664426662193152,125.57459,20.088278,0.0141827,GALAXY,-34.22086385783476,47.84401075103721,21.51242768915278
1163109351817242624,331.53809,-0.11871093,0.0141829,GALAXY,55.06352513223749,-29.84967441818264,-0.12977097454269132
1767809141620893696,250.91992,22.544141,0.01418578,GALAXY,-18.913637605601224,-54.680802323116374,24.01840829656298
4754807339445671936,10.867538,-0.127389,0.01418644,GALAXY,61.525802930710924,11.811854848534292,-0.13929218881804856
2026640238444570624,202.34487,8.3434168,0.01418648,GALAXY,-57.33219470183276,-23.566114279598356,9.090847687869122
1002130400140617728,117.53845,30.732372,0.01418679,GALAXY,-24.89840708274315,47.75112872567415,32.016492597284525
1356862264656816128,121.99119,26.031536,0.01418726,GALAXY,-29.825599572442275,47.74727225095031,27.496319436893305
3105354339623921664,212.88284,19.172283,0.01418893,GALAXY,-49.70256829505774,-32.13292169646068,20.578316884273907
1058425671820273664,143.25576,41.093403,0.01419445,GALAXY,-37.855437222600926,28.262068451767615,41.201987666703396
1106847060587472896,312.00167,-0.17928618,0.014195,GALAXY,41.94708129669088,-46.58422283827534,-0.19615635979063514
8695344638310242304,18.605365,34.055907,0.01419556,GALAXY,49.223514121086616,16.57067401763263,35.10631524691871
377315315689744384,189.9505,-1.7710901,0.01419597,GALAXY,-61.71893565530797,-10.827742779954772,-1.9375697970897314
2237265707521828864,191.84904,35.352066,0.01419697,GALAXY,-50.0459234235617,-10.499850376383463,36.27577397506162
2809152773210269696,170.52124,19.051569,0.01419872,GALAXY,-58.459785550821636,9.760536035997264,20.467642152126707
1635982919040264192,187.57363,47.210042,0.01420026,GALAXY,-42.22831366324458,-5.6146799230711535,46.019929715932776
2412892081245677568,221.64051,25.702648,0.01420153,GALAXY,-42.232012991535846,-37.5487657350197,27.199952356062074
838950224742344704,351.20564,15.275607,0.01420232,GALAXY,59.79221366120326,-9.250297018567473,16.52420883552519
2237248115335784448,190.87476,33.943844,0.01420279,GALAXY,-51.09841590443927,-9.816661240309918,35.022433294844085
764575958345738240,347.76637,0.90484048,0.01420796,GALAXY,61.31178642345757,-13.293751687291499,0.9908439475444032
2921860961931388928,181.34754,17.919915,0.01420807,GALAXY,-59.68431922121981,-1.4039749650482256,19.305761029351476
1012234912620636160,137.9156,46.639743,0.01420947,GALAXY,-31.97494278047411,28.875768095688688,45.623106627004134
2444438983472605184,238.44012,23.143481,0.01421074,GALAXY,-30.20273975155759,-49.17096800679444,24.665497669713428
936912863392458752,139.64766,44.596937,0.01421297,GALAXY,-34.05996904419886,28.938487205364318,44.06915966350723
838909542812116992,350.47366,15.236801,0.01421308,GALAXY,59.72524816163498,-10.022806793575592,16.495672739532022
1582035376694913024,241.33238,31.748429,0.01421389,GALAXY,-25.606815388715788,-46.83462140016284,33.02916799628037
2948882564711999488,201.6548,19.872744,0.01421499,GALAXY,-54.87033243684488,-21.785431427712222,21.339309189970265
1153095549734381568,316.28577,0.53981358,0.01421596,GALAXY,45.374699244234606,-43.382570051434136,0.5914694552074231
1012236287010170880,137.96585,46.702355,0.01421637,GALAXY,-31.97867480727574,28.828259577183577,45.69226345766284
2219154821951285248,189.70188,32.094917,0.01421708,GALAXY,-52.42827984583499,-8.963500552919648,33.35881666847081
1347797066130155520,126.86794,35.44635,0.01421728,GALAXY,-30.68774951429737,40.91991203941178,36.411713536728044
5405477433431578624,153.81224,4.2918599,0.01421734,GALAXY,-56.18277380468119,27.630445303659798,4.698684387241066
2402702077189974016,218.11427,27.42743,0.01421801,GALAXY,-43.847905833299045,-34.39878821909994,28.921930140321166
1912974913040312320,202.21755,11.097004,0.01421839,GALAXY,-57.0414473963423,-23.298567933289473,12.085262202245861
1920858141466060800,213.13215,13.304739,0.01422047,GALAXY,-51.17741065629674,-33.40306969822126,14.45201952481137
2567120568818100224,131.91233,19.395786,0.0142208,GALAXY,-39.56964119391607,44.08199766432012,20.855615535780135
1784574766661789696,124.18843,23.366595,0.01422095,GALAXY,-32.394942617336085,47.68842220948333,24.907844632049347
6887143579279710208,357.76473,20.148451,0.01422164,GALAXY,58.91617039384914,-2.2996528287564453,21.633228194720633
2996131877875640320,192.39749,25.464283,0.01422216,GALAXY,-55.38301910211054,-12.174203013784021,27.003658282183537
2741672440257079296,135.9142,17.030378,0.01422369,GALAXY,-43.14036637930642,41.78519608281199,18.396730477344224
2830686153768724480,179.4668,25.048374,0.01422577,GALAXY,-56.91174432186854,0.5296414214812142,26.598054844047443
2989398738159560704,180.23819,25.582186,0.014228,GALAXY,-56.67229713792751,-0.23559941646438062,27.131387930682795
1791423624826087424,137.16024,32.592954,0.01422891,GALAXY,-38.8193389011932,35.99717209475116,33.84793698910743
1824117330901231616,176.26282,8.4662486,0.01422896,GALAXY,-62.01976664134291,4.051053860154318,9.251241792263235
543922112348317696,133.70496,57.670173,0.014229,GALAXY,-23.218975284832705,24.293059026756843,53.09610683774781
2237252513382295552,191.22791,34.942319,0.01423027,GALAXY,-50.52782467447175,-10.030359341314341,35.993102427890136
2675261112332609536,158.43421,21.775238,0.01423046,GALAXY,-54.27380577251812,21.451043179151462,23.312753062458015
2746209024679634944,139.81511,17.847078,0.01423169,GALAXY,-45.70372986735042,38.60199042790422,19.26171230239711
461663248639354880,43.731445,0.11104887,0.01423336,GALAXY,45.41892855834652,43.450986063472406,0.12182552018100905
2403840345780545536,218.37633,25.350629,0.01423604,GALAXY,-44.53929788023008,-35.27146336095157,26.9172787421346
8695417755833489408,16.991247,33.305092,0.01423672,GALAXY,50.25122249764197,15.35494651667371,34.52219075378547
818608983894943744,315.63687,9.5637163,0.01423957,GALAXY,44.33192252030693,-43.35717609323147,10.447715010355097
1001098784698034176,117.92941,30.448719,0.01423996,GALAXY,-25.39208129091475,47.8978275351543,31.868087945957353
847828505839298560,6.108115,14.069624,0.01424038,GALAXY,60.654090306411796,6.490741216286323,15.28786468972647
1556055296168716288,218.89128,36.818535,0.01424124,GALAXY,-39.18654168508494,-31.609707363089154,37.689317223408544
8544584801692440576,6.37824280000001,20.234827,0.01424142,GALAXY,58.64477721366413,6.555517044260032,21.752200628358498
963912746255017984,209.55832,5.4082956,0.01424178,GALAXY,-54.46427599123361,-30.887630416018762,5.927829249369831
703730908473092096,246.88395,48.715127,0.0142424,GALAXY,-16.292241699024796,-38.16699627360399,47.26233955448841
2741720818768701440,136.79963,17.844438,0.01424295,GALAXY,-43.6447949075146,40.985720863181136,19.274142208096325
1024570879251605504,203.20899,-3.0828378,0.01424383,GALAXY,-57.72801287275102,-24.752980368831665,-3.382858126132556
1154190120488822784,317.05017,0.33703214,0.0142444,GALAXY,46.042287313699894,-42.85981467275542,0.37002308004874906
2397156971481425920,214.57029,31.653832,0.01424536,GALAXY,-44.09485818152708,-30.385271020197084,33.01368246748257
1556144081732659200,220.59522,37.460653,0.01424729,GALAXY,-37.92222621278587,-32.49779142907088,38.26736966911717
1458047850289063936,124.21917,5.6470277,0.01424764,GALAXY,-35.2113580741151,51.77466936007359,6.1912025820109315
6493246836710856704,141.18589,20.029137,0.01424925,GALAXY,-46.0654343582205,37.05624172670319,21.55201995568317
577666675051096064,173.27532,1.4913367,0.01425067,GALAXY,-62.478103979440306,7.366775437203107,1.6378613987452455
2187670854802892800,143.79519,32.348056,0.01425152,GALAXY,-42.902755971362254,31.40560201005294,33.67459016166737
1057392954953459712,143.28119,41.173807,0.0142533,GALAXY,-37.977874745893295,28.327235221567868,41.43876541280492
3136914721672816640,214.78221,22.771148,0.01425478,GALAXY,-47.672949210784175,-33.111615222733015,24.365003865169193
1891608378841524224,234.01533,39.831516,0.01425809,GALAXY,-28.41054104672581,-39.12576512801311,40.33103738746249
12486420324785870848,131.64914,19.018967,0.01425894,GALAXY,-39.56250154499072,44.48341595837885,20.52028796035296
654174273681778688,167.28414,4.0600223,0.01426059,GALAXY,-61.27715448096695,13.827227819700035,4.458785562157104
2422954531584239616,227.3562,23.758147,0.01426212,GALAXY,-39.05101646991539,-42.40255780179068,25.37424002840173
1791446439692363776,137.38951,32.506356,0.01426227,GALAXY,-39.09180863153502,35.959971920869236,33.846786123799404
860198011735664640,135.96724,47.330534,0.01426386,GALAXY,-30.69366279248445,29.674460136233236,46.315235657277604
2071693545114200064,216.07129,32.675229,0.01426434,GALAXY,-42.85809001434684,-31.219773664315767,34.0081104624469
1792495923775956992,138.96942,32.465985,0.01426527,GALAXY,-40.09478913922826,34.891456057920074,33.81643970841004
1943386854724233216,237.13583,8.5879281,0.01426534,GALAXY,-33.801877387442055,-52.321461637564944,9.407123395446508
6934571562126563328,356.59017,11.669522,0.01426647,GALAXY,61.59032594014594,-3.669743797183787,12.74313955499688
6945770637458954240,349.72409,6.8831162,0.01426684,GALAXY,61.546029973083044,-11.158079675117433,7.550597412919237
838801515794688000,351.78722,14.401084,0.01426729,GALAXY,60.39979644565111,-8.717496190520539,15.669954874482068
863624914836416512,141.52908,50.748507,0.01426907,GALAXY,-31.21523231054372,24.80386015281152,48.795928970314606
1193473736687249408,119.10459,29.469155,0.01426988,GALAXY,-26.686002730686454,47.936246678870525,31.00141448342135
851277404709087232,117.08788,34.335247,0.01427168,GALAXY,-23.698003578323664,46.334125785476,35.5480819282769
1458201781916952576,123.71505,6.1747458,0.01427195,GALAXY,-34.78037755691736,52.12131176449595,6.779137222231499
2921759257105819648,181.04259,17.20708,0.01427359,GALAXY,-60.201889825411165,-1.0955923348560805,18.646837220339048
1784590984458299392,124.28683,24.142152,0.01427461,GALAXY,-32.40530269018101,47.527861001954975,25.782496931443262
1682262185620826112,9.890005,0.86548,0.014276,GALAXY,62.09975355192853,10.82697932640853,0.9522690468892842
1830765533578946560,185.84957,7.473787,0.01427836,GALAXY,-62.19288238088832,-6.371689350383394,8.201609981761084
1976096505194375168,174.81137,14.992426,0.01427968,GALAXY,-60.663750961956985,5.5086959858020945,16.31305336101827
2167479697158465536,123.83892,21.558179,0.01428173,GALAXY,-32.663701501517885,48.720829883150486,23.17441383220656
1920897723884660736,213.33055,14.011762,0.01428178,GALAXY,-51.127300442128806,-33.62339653508098,15.270370973859908
2830686978402445312,179.32802,25.190027,0.0142823,GALAXY,-57.06949352818133,0.6693567491124157,26.844579219235623
2790076245159733248,159.917,20.981907,0.01428409,GALAXY,-55.315604678283705,20.224028364810337,22.587008529025905
2411714779572889600,221.38699,25.684944,0.01428417,GALAXY,-42.64996998176727,-37.58379830456605,27.34013504278378
2168541550345218048,124.78419,21.84633,0.01428432,GALAXY,-33.402143474142996,48.08769477374397,23.473357868177786
2444340577181919232,238.78173,21.035198,0.01428447,GALAXY,-30.51607842626929,-50.351792626395266,22.64237913536259
2399467038146848768,217.20621,26.032264,0.01428537,GALAXY,-45.14742228822725,-34.27647187469716,27.686547022007417
